sales_id,oderdetail_id,Order ID, Cost,Sales
12000,12000,58-149-3499,220,330
12001,12001,58-149-3499,101.6,152.4
12002,12002,58-149-3499,235,352.5
12003,12003,58-149-3499,124.62,186.93
12004,12004,58-149-3499,119.8,179.7
12005,12005,58-149-3499,98,147
12006,12006,58-149-3499,83.99,125.985
12007,12007,58-149-3499,225,337.5
12008,12008,58-149-3499,133.17,199.755
12009,12009,58-149-3499,210,315
12010,12010,58-149-3499,44.57,66.855
12011,12011,58-149-3499,220,330
12012,12012,58-149-3499,101.6,152.4
12013,12013,58-251-6487,44.57,66.855
12014,12014,58-251-6487,220,330
12015,12015,58-251-6487,101.6,152.4
12016,12016,58-251-6487,235,352.5
12017,12017,58-251-6487,124.62,186.93
12018,12018,58-251-6487,119.8,179.7
12019,12019,58-251-6487,98,147
12020,12020,58-251-6487,83.99,125.985
12021,12021,58-251-6487,225,337.5
12022,12022,58-251-6487,133.17,199.755
12023,12023,58-251-6487,210,315
12024,12024,58-251-6487,44.57,66.855
12025,12025,58-251-6487,220,330
12026,12026,58-251-6487,101.6,152.4
12027,12027,58-251-6487,235,352.5
12028,12028,58-251-6487,124.62,186.93
12029,12029,58-251-6487,119.8,179.7
12030,12030,58-251-6487,98,147
12031,12031,58-251-6487,83.99,125.985
12032,12032,58-251-6487,225,337.5
12033,12033,58-251-6487,133.17,199.755
12034,12034,58-287-7773,133.17,199.755
12035,12035,58-287-7773,210,315
12036,12036,58-287-7773,44.57,66.855
12037,12037,58-287-7773,220,330
12038,12038,58-287-7773,101.6,152.4
12039,12039,58-287-7773,235,352.5
12040,12040,58-287-7773,124.62,186.93
12041,12041,58-287-7773,119.8,179.7
12042,12042,58-287-7773,98,147
12043,12043,58-287-7773,83.99,125.985
12044,12044,58-287-7773,225,337.5
12045,12045,58-287-7773,133.17,199.755
12046,12046,58-287-7773,210,315
12047,12047,58-287-7773,44.57,66.855
12048,12048,58-287-7773,220,330
12049,12049,58-287-7773,101.6,152.4
12050,12050,58-287-7773,235,352.5
12051,12051,58-287-7773,124.62,186.93
12052,12052,58-287-7773,119.8,179.7
12053,12053,58-287-7773,98,147
12054,12054,58-287-7773,83.99,125.985
12055,12055,58-300-9513,44.57,66.855
12056,12056,58-300-9513,220,330
12057,12057,58-300-9513,101.6,152.4
12058,12058,58-300-9513,235,352.5
12059,12059,58-300-9513,124.62,186.93
12060,12060,58-300-9513,119.8,179.7
12061,12061,58-300-9513,98,147
12062,12062,58-300-9513,83.99,125.985
12063,12063,58-300-9513,225,337.5
12064,12064,58-300-9513,133.17,199.755
12065,12065,58-300-9513,210,315
12066,12066,58-300-9513,44.57,66.855
12067,12067,58-300-9513,220,330
12068,12068,58-300-9513,101.6,152.4
12069,12069,58-300-9513,235,352.5
12070,12070,58-300-9513,124.62,186.93
12071,12071,58-300-9513,119.8,179.7
12072,12072,58-300-9513,98,147
12073,12073,58-300-9513,83.99,125.985
12074,12074,58-300-9513,225,337.5
12075,12075,58-300-9513,133.17,199.755
12076,12076,58-326-4792,44.57,66.855
12077,12077,58-326-4792,220,330
12078,12078,58-326-4792,101.6,152.4
12079,12079,58-326-4792,235,352.5
12080,12080,58-326-4792,124.62,186.93
12081,12081,58-326-4792,119.8,179.7
12082,12082,58-326-4792,98,147
12083,12083,58-326-4792,83.99,125.985
12084,12084,58-326-4792,225,337.5
12085,12085,58-326-4792,133.17,199.755
12086,12086,58-326-4792,210,315
12087,12087,58-326-4792,44.57,66.855
12088,12088,58-326-4792,220,330
12089,12089,58-326-4792,101.6,152.4
12090,12090,58-326-4792,235,352.5
12091,12091,58-326-4792,124.62,186.93
12092,12092,58-326-4792,119.8,179.7
12093,12093,58-326-4792,98,147
12094,12094,58-326-4792,83.99,125.985
12095,12095,58-326-4792,225,337.5
12096,12096,58-326-4792,133.17,199.755
12097,12097,58-376-5889,320,480
12098,12098,58-376-5889,93.13,139.695
12099,12099,58-376-5889,75,112.5
12100,12100,58-376-5889,144.09,216.135
12101,12101,58-376-5889,125,187.5
12102,12102,58-376-5889,168.27,252.405
12103,12103,58-376-5889,69.38,104.07
12104,12104,58-376-5889,190,285
12105,12105,58-376-5889,52.08,78.12
12106,12106,58-376-5889,310,465
12107,12107,58-376-5889,91.84,137.76
12108,12108,58-376-5889,320,480
12109,12109,58-376-5889,93.13,139.695
12110,12110,58-376-5889,75,112.5
12111,12111,58-376-5889,144.09,216.135
12112,12112,58-376-5889,125,187.5
12113,12113,58-376-5889,168.27,252.405
12114,12114,58-376-5889,69.38,104.07
12115,12115,58-376-5889,190,285
12116,12116,58-376-5889,52.08,78.12
12117,12117,58-376-5889,310,465
12118,12118,58-419-3322,119.8,179.7
12119,12119,58-419-3322,98,147
12120,12120,58-419-3322,83.99,125.985
12121,12121,58-419-3322,225,337.5
12122,12122,58-419-3322,133.17,199.755
12123,12123,58-419-3322,210,315
12124,12124,58-419-3322,44.57,66.855
12125,12125,58-419-3322,220,330
12126,12126,58-419-3322,101.6,152.4
12127,12127,58-419-3322,235,352.5
12128,12128,58-419-3322,124.62,186.93
12129,12129,58-419-3322,119.8,179.7
12130,12130,58-419-3322,98,147
12131,12131,58-419-3322,83.99,125.985
12132,12132,58-419-3322,225,337.5
12133,12133,58-419-3322,133.17,199.755
12134,12134,58-419-3322,210,315
12135,12135,58-419-3322,44.57,66.855
12136,12136,58-419-3322,220,330
12137,12137,58-419-3322,101.6,152.4
12138,12138,58-419-3322,235,352.5
12139,12139,58-753-8307,91.84,137.76
12140,12140,58-753-8307,320,480
12141,12141,58-753-8307,93.13,139.695
12142,12142,58-753-8307,75,112.5
12143,12143,58-753-8307,144.09,216.135
12144,12144,58-753-8307,125,187.5
12145,12145,58-753-8307,168.27,252.405
12146,12146,58-753-8307,69.38,104.07
12147,12147,58-753-8307,190,285
12148,12148,58-753-8307,52.08,78.12
12149,12149,58-753-8307,310,465
12150,12150,58-753-8307,91.84,137.76
12151,12151,58-753-8307,320,480
12152,12152,58-753-8307,93.13,139.695
12153,12153,58-753-8307,75,112.5
12154,12154,58-753-8307,144.09,216.135
12155,12155,58-753-8307,125,187.5
12156,12156,58-753-8307,168.27,252.405
12157,12157,58-753-8307,69.38,104.07
12158,12158,58-753-8307,190,285
12159,12159,58-753-8307,52.08,78.12
12160,12160,59-023-1187,220,330
12161,12161,59-023-1187,101.6,152.4
12162,12162,59-023-1187,235,352.5
12163,12163,59-023-1187,124.62,186.93
12164,12164,59-023-1187,119.8,179.7
12165,12165,59-023-1187,98,147
12166,12166,59-023-1187,83.99,125.985
12167,12167,59-023-1187,225,337.5
12168,12168,59-023-1187,133.17,199.755
12169,12169,59-023-1187,210,315
12170,12170,59-023-1187,44.57,66.855
12171,12171,59-023-1187,220,330
12172,12172,59-023-1187,101.6,152.4
12173,12173,59-023-1187,235,352.5
12174,12174,59-023-1187,124.62,186.93
12175,12175,59-023-1187,119.8,179.7
12176,12176,59-023-1187,98,147
12177,12177,59-023-1187,83.99,125.985
12178,12178,59-023-1187,225,337.5
12179,12179,59-023-1187,133.17,199.755
12180,12180,59-023-1187,210,315
12181,12181,59-380-4206,144.09,216.135
12182,12182,59-380-4206,125,187.5
12183,12183,59-380-4206,168.27,252.405
12184,12184,59-380-4206,69.38,104.07
12185,12185,59-380-4206,190,285
12186,12186,59-380-4206,52.08,78.12
12187,12187,59-380-4206,310,465
12188,12188,59-380-4206,91.84,137.76
12189,12189,59-380-4206,320,480
12190,12190,59-380-4206,93.13,139.695
12191,12191,59-380-4206,75,112.5
12192,12192,59-380-4206,144.09,216.135
12193,12193,59-380-4206,125,187.5
12194,12194,59-380-4206,168.27,252.405
12195,12195,59-380-4206,69.38,104.07
12196,12196,59-380-4206,190,285
12197,12197,59-380-4206,52.08,78.12
12198,12198,59-380-4206,310,465
12199,12199,59-380-4206,91.84,137.76
12200,12200,59-380-4206,320,480
12201,12201,59-380-4206,93.13,139.695
12202,12202,59-493-4419,69.38,104.07
12203,12203,59-493-4419,190,285
12204,12204,59-493-4419,52.08,78.12
12205,12205,59-493-4419,310,465
12206,12206,59-493-4419,91.84,137.76
12207,12207,59-493-4419,320,480
12208,12208,59-493-4419,93.13,139.695
12209,12209,59-493-4419,75,112.5
12210,12210,59-493-4419,144.09,216.135
12211,12211,59-493-4419,125,187.5
12212,12212,59-493-4419,168.27,252.405
12213,12213,59-493-4419,69.38,104.07
12214,12214,59-493-4419,190,285
12215,12215,59-493-4419,52.08,78.12
12216,12216,59-493-4419,310,465
12217,12217,59-493-4419,91.84,137.76
12218,12218,59-493-4419,320,480
12219,12219,59-493-4419,93.13,139.695
12220,12220,59-493-4419,75,112.5
12221,12221,59-493-4419,144.09,216.135
12222,12222,59-493-4419,125,187.5
12223,12223,59-613-6838,210,315
12224,12224,59-613-6838,44.57,66.855
12225,12225,59-613-6838,220,330
12226,12226,59-613-6838,101.6,152.4
12227,12227,59-613-6838,235,352.5
12228,12228,59-613-6838,124.62,186.93
12229,12229,59-613-6838,119.8,179.7
12230,12230,59-613-6838,98,147
12231,12231,59-613-6838,83.99,125.985
12232,12232,59-613-6838,225,337.5
12233,12233,59-613-6838,133.17,199.755
12234,12234,59-613-6838,210,315
12235,12235,59-613-6838,44.57,66.855
12236,12236,59-613-6838,220,330
12237,12237,59-613-6838,101.6,152.4
12238,12238,59-613-6838,235,352.5
12239,12239,59-613-6838,124.62,186.93
12240,12240,59-613-6838,119.8,179.7
12241,12241,59-613-6838,98,147
12242,12242,59-613-6838,83.99,125.985
12243,12243,59-613-6838,225,337.5
12244,12244,59-617-9817,93.13,139.695
12245,12245,59-617-9817,75,112.5
12246,12246,59-617-9817,144.09,216.135
12247,12247,59-617-9817,125,187.5
12248,12248,59-617-9817,168.27,252.405
12249,12249,59-617-9817,69.38,104.07
12250,12250,59-617-9817,190,285
12251,12251,59-617-9817,52.08,78.12
12252,12252,59-617-9817,310,465
12253,12253,59-617-9817,91.84,137.76
12254,12254,59-617-9817,320,480
12255,12255,59-617-9817,93.13,139.695
12256,12256,59-617-9817,75,112.5
12257,12257,59-617-9817,144.09,216.135
12258,12258,59-617-9817,125,187.5
12259,12259,59-617-9817,168.27,252.405
12260,12260,59-617-9817,69.38,104.07
12261,12261,59-617-9817,190,285
12262,12262,59-617-9817,52.08,78.12
12263,12263,59-617-9817,310,465
12264,12264,59-617-9817,91.84,137.76
12265,12265,59-738-2614,190,285
12266,12266,59-738-2614,52.08,78.12
12267,12267,59-738-2614,310,465
12268,12268,59-738-2614,91.84,137.76
12269,12269,59-738-2614,320,480
12270,12270,59-738-2614,93.13,139.695
12271,12271,59-738-2614,75,112.5
12272,12272,59-738-2614,144.09,216.135
12273,12273,59-738-2614,125,187.5
12274,12274,59-738-2614,168.27,252.405
12275,12275,59-738-2614,69.38,104.07
12276,12276,59-738-2614,190,285
12277,12277,59-738-2614,52.08,78.12
12278,12278,59-738-2614,310,465
12279,12279,59-738-2614,91.84,137.76
12280,12280,59-738-2614,320,480
12281,12281,59-738-2614,93.13,139.695
12282,12282,59-738-2614,75,112.5
12283,12283,59-738-2614,144.09,216.135
12284,12284,59-738-2614,125,187.5
12285,12285,59-738-2614,168.27,252.405
12286,12286,59-784-8988,190,285
12287,12287,59-784-8988,52.08,78.12
12288,12288,59-784-8988,310,465
12289,12289,59-784-8988,91.84,137.76
12290,12290,59-784-8988,320,480
12291,12291,59-784-8988,93.13,139.695
12292,12292,59-784-8988,75,112.5
12293,12293,59-784-8988,144.09,216.135
12294,12294,59-784-8988,125,187.5
12295,12295,59-784-8988,168.27,252.405
12296,12296,59-784-8988,69.38,104.07
12297,12297,59-784-8988,190,285
12298,12298,59-784-8988,52.08,78.12
12299,12299,59-784-8988,310,465
12300,12300,59-784-8988,91.84,137.76
12301,12301,59-784-8988,320,480
12302,12302,59-784-8988,93.13,139.695
12303,12303,59-784-8988,75,112.5
12304,12304,59-784-8988,144.09,216.135
12305,12305,59-784-8988,125,187.5
12306,12306,59-784-8988,168.27,252.405
12307,12307,59-971-2896,190,285
12308,12308,59-971-2896,52.08,78.12
12309,12309,59-971-2896,310,465
12310,12310,59-971-2896,91.84,137.76
12311,12311,59-971-2896,320,480
12312,12312,59-971-2896,93.13,139.695
12313,12313,59-971-2896,75,112.5
12314,12314,59-971-2896,144.09,216.135
12315,12315,59-971-2896,125,187.5
12316,12316,59-971-2896,168.27,252.405
12317,12317,59-971-2896,69.38,104.07
12318,12318,59-971-2896,190,285
12319,12319,59-971-2896,52.08,78.12
12320,12320,59-971-2896,310,465
12321,12321,59-971-2896,91.84,137.76
12322,12322,59-971-2896,320,480
12323,12323,59-971-2896,93.13,139.695
12324,12324,59-971-2896,75,112.5
12325,12325,59-971-2896,144.09,216.135
12326,12326,59-971-2896,125,187.5
12327,12327,59-971-2896,168.27,252.405
12328,12328,60-009-2815,210,315
12329,12329,60-009-2815,44.57,66.855
12330,12330,60-009-2815,220,330
12331,12331,60-009-2815,101.6,152.4
12332,12332,60-009-2815,235,352.5
12333,12333,60-009-2815,124.62,186.93
12334,12334,60-009-2815,119.8,179.7
12335,12335,60-009-2815,98,147
12336,12336,60-009-2815,83.99,125.985
12337,12337,60-009-2815,225,337.5
12338,12338,60-009-2815,133.17,199.755
12339,12339,60-009-2815,210,315
12340,12340,60-009-2815,44.57,66.855
12341,12341,60-009-2815,220,330
12342,12342,60-009-2815,101.6,152.4
12343,12343,60-009-2815,235,352.5
12344,12344,60-009-2815,124.62,186.93
12345,12345,60-009-2815,119.8,179.7
12346,12346,60-009-2815,98,147
12347,12347,60-009-2815,83.99,125.985
12348,12348,60-009-2815,225,337.5
12349,12349,60-078-2571,125,187.5
12350,12350,60-078-2571,168.27,252.405
12351,12351,60-078-2571,69.38,104.07
12352,12352,60-078-2571,190,285
12353,12353,60-078-2571,52.08,78.12
12354,12354,60-078-2571,310,465
12355,12355,60-078-2571,91.84,137.76
12356,12356,60-078-2571,320,480
12357,12357,60-078-2571,93.13,139.695
12358,12358,60-078-2571,75,112.5
12359,12359,60-078-2571,144.09,216.135
12360,12360,60-078-2571,125,187.5
12361,12361,60-078-2571,168.27,252.405
12362,12362,60-078-2571,69.38,104.07
12363,12363,60-078-2571,190,285
12364,12364,60-078-2571,52.08,78.12
12365,12365,60-078-2571,310,465
12366,12366,60-078-2571,91.84,137.76
12367,12367,60-078-2571,320,480
12368,12368,60-078-2571,93.13,139.695
12369,12369,60-078-2571,75,112.5
12370,12370,60-081-1759,235,352.5
12371,12371,60-081-1759,124.62,186.93
12372,12372,60-081-1759,119.8,179.7
12373,12373,60-081-1759,98,147
12374,12374,60-081-1759,83.99,125.985
12375,12375,60-081-1759,225,337.5
12376,12376,60-081-1759,133.17,199.755
12377,12377,60-081-1759,210,315
12378,12378,60-081-1759,44.57,66.855
12379,12379,60-081-1759,220,330
12380,12380,60-081-1759,101.6,152.4
12381,12381,60-081-1759,235,352.5
12382,12382,60-081-1759,124.62,186.93
12383,12383,60-081-1759,119.8,179.7
12384,12384,60-081-1759,98,147
12385,12385,60-081-1759,83.99,125.985
12386,12386,60-081-1759,225,337.5
12387,12387,60-081-1759,133.17,199.755
12388,12388,60-081-1759,210,315
12389,12389,60-081-1759,44.57,66.855
12390,12390,60-081-1759,220,330
12391,12391,60-197-5739,133.17,199.755
12392,12392,60-197-5739,210,315
12393,12393,60-197-5739,44.57,66.855
12394,12394,60-197-5739,220,330
12395,12395,60-197-5739,101.6,152.4
12396,12396,60-197-5739,235,352.5
12397,12397,60-197-5739,124.62,186.93
12398,12398,60-197-5739,119.8,179.7
12399,12399,60-197-5739,98,147
12400,12400,60-197-5739,83.99,125.985
12401,12401,60-197-5739,225,337.5
12402,12402,60-197-5739,133.17,199.755
12403,12403,60-197-5739,210,315
12404,12404,60-197-5739,44.57,66.855
12405,12405,60-197-5739,220,330
12406,12406,60-197-5739,101.6,152.4
12407,12407,60-197-5739,235,352.5
12408,12408,60-197-5739,124.62,186.93
12409,12409,60-197-5739,119.8,179.7
12410,12410,60-197-5739,98,147
12411,12411,60-197-5739,83.99,125.985
12412,12412,60-230-9043,220,330
12413,12413,60-230-9043,101.6,152.4
12414,12414,60-230-9043,235,352.5
12415,12415,60-230-9043,124.62,186.93
12416,12416,60-230-9043,119.8,179.7
12417,12417,60-230-9043,98,147
12418,12418,60-230-9043,83.99,125.985
12419,12419,60-230-9043,225,337.5
12420,12420,60-230-9043,133.17,199.755
12421,12421,60-230-9043,210,315
12422,12422,60-230-9043,44.57,66.855
12423,12423,60-230-9043,220,330
12424,12424,60-230-9043,101.6,152.4
12425,12425,60-230-9043,235,352.5
12426,12426,60-230-9043,124.62,186.93
12427,12427,60-230-9043,119.8,179.7
12428,12428,60-230-9043,98,147
12429,12429,60-230-9043,83.99,125.985
12430,12430,60-230-9043,225,337.5
12431,12431,60-230-9043,133.17,199.755
12432,12432,60-230-9043,210,315
12433,12433,60-270-8291,235,352.5
12434,12434,60-270-8291,124.62,186.93
12435,12435,60-270-8291,119.8,179.7
12436,12436,60-270-8291,98,147
12437,12437,60-270-8291,83.99,125.985
12438,12438,60-270-8291,225,337.5
12439,12439,60-270-8291,133.17,199.755
12440,12440,60-270-8291,210,315
12441,12441,60-270-8291,44.57,66.855
12442,12442,60-270-8291,220,330
12443,12443,60-270-8291,101.6,152.4
12444,12444,60-270-8291,235,352.5
12445,12445,60-270-8291,124.62,186.93
12446,12446,60-270-8291,119.8,179.7
12447,12447,60-270-8291,98,147
12448,12448,60-270-8291,83.99,125.985
12449,12449,60-270-8291,225,337.5
12450,12450,60-270-8291,133.17,199.755
12451,12451,60-270-8291,210,315
12452,12452,60-270-8291,44.57,66.855
12453,12453,60-270-8291,220,330
12454,12454,60-600-4172,235,352.5
12455,12455,60-600-4172,124.62,186.93
12456,12456,60-600-4172,119.8,179.7
12457,12457,60-600-4172,98,147
12458,12458,60-600-4172,83.99,125.985
12459,12459,60-600-4172,225,337.5
12460,12460,60-600-4172,133.17,199.755
12461,12461,60-600-4172,210,315
12462,12462,60-600-4172,44.57,66.855
12463,12463,60-600-4172,220,330
12464,12464,60-600-4172,101.6,152.4
12465,12465,60-600-4172,235,352.5
12466,12466,60-600-4172,124.62,186.93
12467,12467,60-600-4172,119.8,179.7
12468,12468,60-600-4172,98,147
12469,12469,60-600-4172,83.99,125.985
12470,12470,60-600-4172,225,337.5
12471,12471,60-600-4172,133.17,199.755
12472,12472,60-600-4172,210,315
12473,12473,60-600-4172,44.57,66.855
12474,12474,60-600-4172,220,330
12475,12475,60-725-6733,125,187.5
12476,12476,60-725-6733,168.27,252.405
12477,12477,60-725-6733,69.38,104.07
12478,12478,60-725-6733,190,285
12479,12479,60-725-6733,52.08,78.12
12480,12480,60-725-6733,310,465
12481,12481,60-725-6733,91.84,137.76
12482,12482,60-725-6733,320,480
12483,12483,60-725-6733,93.13,139.695
12484,12484,60-725-6733,75,112.5
12485,12485,60-725-6733,144.09,216.135
12486,12486,60-725-6733,125,187.5
12487,12487,60-725-6733,168.27,252.405
12488,12488,60-725-6733,69.38,104.07
12489,12489,60-725-6733,190,285
12490,12490,60-725-6733,52.08,78.12
12491,12491,60-725-6733,310,465
12492,12492,60-725-6733,91.84,137.76
12493,12493,60-725-6733,320,480
12494,12494,60-725-6733,93.13,139.695
12495,12495,60-725-6733,75,112.5
12496,12496,60-885-4424,235,352.5
12497,12497,60-885-4424,124.62,186.93
12498,12498,60-885-4424,119.8,179.7
12499,12499,60-885-4424,98,147
12500,12500,60-885-4424,83.99,125.985
12501,12501,60-885-4424,225,337.5
12502,12502,60-885-4424,133.17,199.755
12503,12503,60-885-4424,210,315
12504,12504,60-885-4424,44.57,66.855
12505,12505,60-885-4424,220,330
12506,12506,60-885-4424,101.6,152.4
12507,12507,60-885-4424,235,352.5
12508,12508,60-885-4424,124.62,186.93
12509,12509,60-885-4424,119.8,179.7
12510,12510,60-885-4424,98,147
12511,12511,60-885-4424,83.99,125.985
12512,12512,60-885-4424,225,337.5
12513,12513,60-885-4424,133.17,199.755
12514,12514,60-885-4424,210,315
12515,12515,60-885-4424,44.57,66.855
12516,12516,60-885-4424,220,330
12517,12517,60-913-9847,91.84,137.76
12518,12518,60-913-9847,320,480
12519,12519,60-913-9847,93.13,139.695
12520,12520,60-913-9847,75,112.5
12521,12521,60-913-9847,144.09,216.135
12522,12522,60-913-9847,125,187.5
12523,12523,60-913-9847,168.27,252.405
12524,12524,60-913-9847,69.38,104.07
12525,12525,60-913-9847,190,285
12526,12526,60-913-9847,52.08,78.12
12527,12527,60-913-9847,310,465
12528,12528,60-913-9847,91.84,137.76
12529,12529,60-913-9847,320,480
12530,12530,60-913-9847,93.13,139.695
12531,12531,60-913-9847,75,112.5
12532,12532,60-913-9847,144.09,216.135
12533,12533,60-913-9847,125,187.5
12534,12534,60-913-9847,168.27,252.405
12535,12535,60-913-9847,69.38,104.07
12536,12536,60-913-9847,190,285
12537,12537,60-913-9847,52.08,78.12
12538,12538,61-057-1975,101.6,152.4
12539,12539,61-057-1975,220,330
12540,12540,61-057-1975,101.6,152.4
12541,12541,61-057-1975,235,352.5
12542,12542,61-057-1975,124.62,186.93
12543,12543,61-057-1975,119.8,179.7
12544,12544,61-057-1975,98,147
12545,12545,61-057-1975,83.99,125.985
12546,12546,61-057-1975,225,337.5
12547,12547,61-057-1975,133.17,199.755
12548,12548,61-057-1975,210,315
12549,12549,61-057-1975,44.57,66.855
12550,12550,61-057-1975,220,330
12551,12551,61-057-1975,101.6,152.4
12552,12552,61-057-1975,235,352.5
12553,12553,61-057-1975,124.62,186.93
12554,12554,61-057-1975,119.8,179.7
12555,12555,61-057-1975,98,147
12556,12556,61-057-1975,83.99,125.985
12557,12557,61-057-1975,225,337.5
12558,12558,61-057-1975,133.17,199.755
12559,12559,61-096-3317,83.99,125.985
12560,12560,61-096-3317,225,337.5
12561,12561,61-096-3317,133.17,199.755
12562,12562,61-096-3317,210,315
12563,12563,61-096-3317,44.57,66.855
12564,12564,61-096-3317,220,330
12565,12565,61-096-3317,101.6,152.4
12566,12566,61-096-3317,235,352.5
12567,12567,61-096-3317,124.62,186.93
12568,12568,61-096-3317,119.8,179.7
12569,12569,61-096-3317,98,147
12570,12570,61-096-3317,83.99,125.985
12571,12571,61-096-3317,225,337.5
12572,12572,61-096-3317,133.17,199.755
12573,12573,61-096-3317,210,315
12574,12574,61-096-3317,44.57,66.855
12575,12575,61-096-3317,220,330
12576,12576,61-096-3317,101.6,152.4
12577,12577,61-096-3317,235,352.5
12578,12578,61-096-3317,124.62,186.93
12579,12579,61-096-3317,119.8,179.7
12580,12580,61-097-0206,93.13,139.695
12581,12581,61-097-0206,75,112.5
12582,12582,61-097-0206,144.09,216.135
12583,12583,61-097-0206,125,187.5
12584,12584,61-097-0206,168.27,252.405
12585,12585,61-097-0206,69.38,104.07
12586,12586,61-097-0206,190,285
12587,12587,61-097-0206,52.08,78.12
12588,12588,61-097-0206,310,465
12589,12589,61-097-0206,91.84,137.76
12590,12590,61-097-0206,320,480
12591,12591,61-097-0206,93.13,139.695
12592,12592,61-097-0206,75,112.5
12593,12593,61-097-0206,144.09,216.135
12594,12594,61-097-0206,125,187.5
12595,12595,61-097-0206,168.27,252.405
12596,12596,61-097-0206,69.38,104.07
12597,12597,61-097-0206,190,285
12598,12598,61-097-0206,52.08,78.12
12599,12599,61-097-0206,310,465
12600,12600,61-097-0206,91.84,137.76
12601,12601,61-185-3517,83.99,125.985
12602,12602,61-185-3517,225,337.5
12603,12603,61-185-3517,133.17,199.755
12604,12604,61-185-3517,210,315
12605,12605,61-185-3517,44.57,66.855
12606,12606,61-185-3517,220,330
12607,12607,61-185-3517,101.6,152.4
12608,12608,61-185-3517,235,352.5
12609,12609,61-185-3517,124.62,186.93
12610,12610,61-185-3517,119.8,179.7
12611,12611,61-185-3517,98,147
12612,12612,61-185-3517,83.99,125.985
12613,12613,61-185-3517,225,337.5
12614,12614,61-185-3517,133.17,199.755
12615,12615,61-185-3517,210,315
12616,12616,61-185-3517,44.57,66.855
12617,12617,61-185-3517,220,330
12618,12618,61-185-3517,101.6,152.4
12619,12619,61-185-3517,235,352.5
12620,12620,61-185-3517,124.62,186.93
12621,12621,61-185-3517,119.8,179.7
12622,12622,61-501-5110,225,337.5
12623,12623,61-501-5110,133.17,199.755
12624,12624,61-501-5110,210,315
12625,12625,61-501-5110,44.57,66.855
12626,12626,61-501-5110,220,330
12627,12627,61-501-5110,101.6,152.4
12628,12628,61-501-5110,235,352.5
12629,12629,61-501-5110,124.62,186.93
12630,12630,61-501-5110,119.8,179.7
12631,12631,61-501-5110,98,147
12632,12632,61-501-5110,83.99,125.985
12633,12633,61-501-5110,225,337.5
12634,12634,61-501-5110,133.17,199.755
12635,12635,61-501-5110,210,315
12636,12636,61-501-5110,44.57,66.855
12637,12637,61-501-5110,220,330
12638,12638,61-501-5110,101.6,152.4
12639,12639,61-501-5110,235,352.5
12640,12640,61-501-5110,124.62,186.93
12641,12641,61-501-5110,119.8,179.7
12642,12642,61-501-5110,98,147
12643,12643,61-509-9344,235,352.5
12644,12644,61-509-9344,124.62,186.93
12645,12645,61-509-9344,119.8,179.7
12646,12646,61-509-9344,98,147
12647,12647,61-509-9344,83.99,125.985
12648,12648,61-509-9344,225,337.5
12649,12649,61-509-9344,133.17,199.755
12650,12650,61-509-9344,210,315
12651,12651,61-509-9344,44.57,66.855
12652,12652,61-509-9344,220,330
12653,12653,61-509-9344,101.6,152.4
12654,12654,61-509-9344,235,352.5
12655,12655,61-509-9344,124.62,186.93
12656,12656,61-509-9344,119.8,179.7
12657,12657,61-509-9344,98,147
12658,12658,61-509-9344,83.99,125.985
12659,12659,61-509-9344,225,337.5
12660,12660,61-509-9344,133.17,199.755
12661,12661,61-509-9344,210,315
12662,12662,61-509-9344,44.57,66.855
12663,12663,61-509-9344,220,330
12664,12664,61-533-3161,235,352.5
12665,12665,61-533-3161,124.62,186.93
12666,12666,61-533-3161,119.8,179.7
12667,12667,61-533-3161,98,147
12668,12668,61-533-3161,83.99,125.985
12669,12669,61-533-3161,225,337.5
12670,12670,61-533-3161,133.17,199.755
12671,12671,61-533-3161,210,315
12672,12672,61-533-3161,44.57,66.855
12673,12673,61-533-3161,220,330
12674,12674,61-533-3161,101.6,152.4
12675,12675,61-533-3161,235,352.5
12676,12676,61-533-3161,124.62,186.93
12677,12677,61-533-3161,119.8,179.7
12678,12678,61-533-3161,98,147
12679,12679,61-533-3161,83.99,125.985
12680,12680,61-533-3161,225,337.5
12681,12681,61-533-3161,133.17,199.755
12682,12682,61-533-3161,210,315
12683,12683,61-533-3161,44.57,66.855
12684,12684,61-533-3161,220,330
12685,12685,61-618-8783,124.62,186.93
12686,12686,61-618-8783,119.8,179.7
12687,12687,61-618-8783,98,147
12688,12688,61-618-8783,83.99,125.985
12689,12689,61-618-8783,225,337.5
12690,12690,61-618-8783,133.17,199.755
12691,12691,61-618-8783,210,315
12692,12692,61-618-8783,44.57,66.855
12693,12693,61-618-8783,220,330
12694,12694,61-618-8783,101.6,152.4
12695,12695,61-618-8783,235,352.5
12696,12696,61-618-8783,124.62,186.93
12697,12697,61-618-8783,119.8,179.7
12698,12698,61-618-8783,98,147
12699,12699,61-618-8783,83.99,125.985
12700,12700,61-618-8783,225,337.5
12701,12701,61-618-8783,133.17,199.755
12702,12702,61-618-8783,210,315
12703,12703,61-618-8783,44.57,66.855
12704,12704,61-618-8783,220,330
12705,12705,61-618-8783,101.6,152.4
12706,12706,61-622-8419,91.84,137.76
12707,12707,61-622-8419,320,480
12708,12708,61-622-8419,93.13,139.695
12709,12709,61-622-8419,75,112.5
12710,12710,61-622-8419,144.09,216.135
12711,12711,61-622-8419,125,187.5
12712,12712,61-622-8419,168.27,252.405
12713,12713,61-622-8419,69.38,104.07
